wl,n,k,eps_re,eps_im
1.0937,0.201371,7.352019,-54.0116331,2.960966836
1.0971,0.202132,7.382762,-54.4643174,2.984584897
1.1005,0.203313,7.398265,-54.69298883,3.008326904
1.104,0.204172,7.427247,-55.12231179,3.032871749
1.1074,0.20487,7.460446,-55.6162828,3.056843144
1.1108,0.205379,7.500594,-56.21672982,3.08092899
1.1142,0.206661,7.51262,-56.3967505,3.105131124
1.1176,0.20776,7.531377,-56.6784753,3.129437771
1.121,0.20875,7.554195,-57.02228554,3.153876413
1.1244,0.209544,7.584168,-57.47569556,3.178433799
1.1278,0.210445,7.61029,-57.87222679,3.203094958
1.1313,0.211407,7.636018,-58.26407798,3.228615315
1.1347,0.212401,7.658928,-58.61406392,3.253527932
1.1381,0.213337,7.683983,-58.99808207,3.278555763
1.1415,0.214054,7.716997,-59.50622358,3.303708152
1.1449,0.215289,7.731438,-59.72878419,3.328987111
1.1483,0.216323,7.753192,-60.06519055,3.354387506
1.1517,0.217015,7.787252,-60.5941982,3.379900986
1.1551,0.217788,7.818486,-61.08129172,3.405544858
1.1586,0.218774,7.843854,-61.47818351,3.43206263
1.162,0.2194,7.880493,-62.05403356,3.457960328
1.1654,0.22078,7.890166,-62.2059757,3.483981699
1.1688,0.221469,7.924643,-62.75091816,3.510125521
1.1722,0.222419,7.949844,-63.15054941,3.536392705
1.1756,0.223104,7.9846,-63.70406177,3.562792397
1.179,0.224174,8.005682,-64.0406903,3.589331513
1.1824,0.224714,8.045747,-64.68354841,3.615983983
1.1859,0.225981,8.061668,-64.93942353,3.643567593
1.1893,0.227305,8.073943,-65.136888,3.670495227
1.1927,0.228414,8.093942,-65.45972414,3.697539336
1.1961,0.22935,8.120195,-65.88496542,3.724733447
1.1995,0.230422,8.141693,-66.23407061,3.752050369
1.2029,0.231319,8.169472,-66.68676428,3.779508187
1.2063,0.232224,8.197069,-67.1380122,3.807112303
1.2097,0.233121,8.224989,-67.59609865,3.834835321
1.2132,0.234268,8.245967,-67.94109027,3.863532394
1.2166,0.235469,8.263361,-68.22768937,3.891530703
1.22,0.235939,8.306556,-68.94320537,3.919681032
1.2234,0.237445,8.313442,-69.05693776,3.947970471
1.2268,0.237531,8.370272,-70.00503238,3.976398157
1.2302,0.239252,8.369781,-69.99599247,4.004973688
1.2336,0.240013,8.403044,-70.55354223,4.033679599
1.237,0.240954,8.430118,-71.00883066,4.062541305
1.2405,0.242067,8.453043,-71.39533953,4.09240552
1.2439,0.242721,8.490336,-72.02689191,4.121565689
1.2473,0.244689,8.481935,-71.88334864,4.150872386
1.2507,0.244685,8.542249,-72.91014723,4.180320393
1.2541,0.246755,8.53057,-72.70973649,4.209921601
1.2575,0.246537,8.598464,-73.87280267,4.239679038
1.2609,0.248497,8.590785,-73.73983616,4.2695686
1.2643,0.248437,8.653354,-74.81881451,4.299626615
1.2678,0.249424,8.681489,-75.30603893,4.330743425
1.2712,0.25147,8.671246,-75.12727003,4.361116463
1.2746,0.251901,8.717001,-75.92265232,4.391642538
1.278,0.254046,8.703784,-75.69131655,4.42232302
1.2814,0.254229,8.758184,-76.64115459,4.45316872
1.2848,0.255366,8.779923,-77.02183609,4.484187634
1.2883,0.256785,8.793876,-77.26631657,4.516270897
1.2917,0.257392,8.834017,-77.97360571,4.547610607
1.2951,0.259094,8.836783,-78.02160409,4.579114909
1.2985,0.259502,8.8839,-78.85633792,4.610779636
1.3019,0.260931,8.89624,-79.07500115,4.642609599
1.3053,0.261785,8.928357,-79.64702733,4.674619874
1.3088,0.262423,8.969739,-80.3873519,4.707731635
1.3122,0.264107,8.973811,-80.45953136,4.740092604
1.3156,0.264047,9.037429,-81.60540211,4.77261203
1.319,0.266175,9.026588,-81.40844179,4.805304122
1.3224,0.26681,9.066696,-82.13378878,4.83817032
1.3258,0.267838,9.093584,-82.62153277,4.871214703
1.3293,0.269647,9.095999,-82.6644883,4.905417685
1.3327,0.270136,9.141396,-83.49214737,4.9388403
1.3361,0.271668,9.151654,-83.67896743,4.972423078
1.3395,0.272512,9.18527,-84.29492218,5.006192596
1.343,0.273408,9.219116,-84.91734789,5.041160135
1.3464,0.27524,9.219787,-84.92871527,5.075308348
1.3498,0.275644,9.26858,-85.8305956,5.109656931
1.3532,0.276573,9.299856,-86.410829,5.144178147
1.3566,0.278739,9.289858,-86.22376623,5.178891458
1.3601,0.27923,9.337887,-87.11816423,5.214836374
1.3635,0.280259,9.366206,-87.64726973,5.249927055
1.3669,0.281717,9.380387,-87.9122958,5.285228969
1.3703,0.281847,9.439041,-89.01605727,5.320730777
1.3738,0.28402,9.431547,-88.87341145,5.357495958
1.3772,0.28526,9.453476,-89.28683521,5.393397128
1.3806,0.286346,9.480646,-89.80065455,5.429490119
1.384,0.287891,9.492847,-90.03126294,5.465810431
1.3875,0.287344,9.576304,-91.62303173,5.503386993
1.3909,0.290315,9.541573,-90.95733252,5.540123531
1.3943,0.291317,9.572153,-91.54124746,5.577061791
1.3977,0.292767,9.588182,-91.84752155,5.614206559
1.4012,0.292972,9.647122,-92.98113029,5.652673253
1.4046,0.294873,9.648628,-93.0090722,5.690239768
1.408,0.295149,9.703651,-94.0737298,5.728045778
1.4115,0.296989,9.709407,-94.18438183,5.767174151
1.4149,0.298409,9.72726,-94.53053918,5.805403859
1.4183,0.298652,9.783751,-95.63259061,5.843873607
1.4218,0.30016,9.800925,-95.96803483,5.883691296
1.4252,0.302189,9.799513,-95.93913685,5.922610068
1.4286,0.302651,9.849204,-96.91522181,5.96174288
1.4321,0.304075,9.869721,-97.31893101,6.002270826
1.4355,0.306095,9.869305,-97.30948703,6.041889828
1.4389,0.306594,9.918187,-98.27643349,6.08171325
1.4424,0.307303,9.962439,-99.15575569,6.122974784
1.4458,0.310091,9.937873,-98.66516334,6.163289953
1.4492,0.31009,10.0033,-99.96985508,6.203846594
